l1,aaa,lor,enroll,speaking,sex,family
Arabic,21,1,49,478,Male,Afro-Asiatic
Bosnian,25,9,91,508,Male,Indo-European
Chinese,30,6,67,514,Male,Sino-Tibetan
Danish,30,3,124,523,Male,Indo-European
Portugese,27,4,106,533,Male,Indo-European
Arabic,33,1,79,492,Male,Afro-Asiatic
German,23,1,101,565,Male,Indo-European
Spanish,30,4,85,522,Male,Indo-European
Russian,22,3,90,570,Male,Indo-European
Greek,22,5,102,488,Male,Indo-European
Arabic,21,2,47,526,Male,Afro-Asiatic
Hebrew,14,8,93,535,Male,Afro-Asiatic
Turkish,23,3,79,475,Male,Altaic
Somali,17,6,25,517,Male,Afro-Asiatic
English,26,1,94,510,Male,Indo-European
Kurdish,14,10,47,558,Male,Indo-European
Hebrew,26,1,93,581,Male,Afro-Asiatic
English,37,2,105,520,Male,Indo-European
French,26,8,83,471,Male,Indo-European
Tamazight,27,2,49,479,Male,Afro-Asiatic
Portugese,13,8,17,464,Male,Indo-European
Turkish,20,3,118,506,Male,Altaic
Spanish,21,1,65,506,Male,Indo-European
English,31,2,105,572,Male,Indo-European
French,22,8,83,558,Male,Indo-European
Persian,17,4,19,509,Male,Indo-European
Turkish,13,28,79,548,Male,Altaic
Persian,34,4,77,499,Male,Indo-European
Arabic,31,1,49,534,Male,Afro-Asiatic
Kurdish,33,8,67,472,Male,Indo-European
Persian,24,2,77,440,Male,Indo-European
Persian,37,5,19,469,Male,Indo-European
Arabic,23,9,79,495,Male,Afro-Asiatic
Persian,38,5,77,453,Male,Indo-European
Arabic,27,1,49,428,Male,Afro-Asiatic
Arabic,19,2,47,522,Male,Afro-Asiatic
Turkish,26,1,79,518,Male,Altaic
French,20,1,27,499,Male,Indo-European
Persian,28,2,19,463,Male,Indo-European
Arabic,26,1,49,509,Male,Afro-Asiatic
Greek,28,1,102,530,Male,Indo-European
Arabic,21,4,47,499,Male,Afro-Asiatic
Persian,25,4,77,546,Male,Indo-European
Arabic,29,11,93,488,Male,Afro-Asiatic
Kurdish,18,11,47,512,Male,Indo-European
Greek,18,1,102,480,Male,Indo-European
Igbo,31,3,35,481,Male,Niger-Congo
Arabic,33,4,31,460,Male,Afro-Asiatic
Arabic,41,3,49,505,Male,Afro-Asiatic
Arabic,30,2,49,540,Male,Afro-Asiatic
Bulgarian,19,3,89,575,Male,Indo-European
Polish,27,2,100,500,Male,Indo-European
Croatian,31,4,85,510,Male,Indo-European
Arabic,31,2,49,457,Male,Afro-Asiatic
Igbo,33,7,35,434,Male,Niger-Congo
Arabic,34,4,47,483,Male,Afro-Asiatic
Greek,13,11,102,514,Male,Indo-European
Arabic,24,3,31,481,Male,Afro-Asiatic
Persian,23,2,19,449,Male,Indo-European
Greek,24,5,102,521,Male,Indo-European
Turkish,24,3,79,473,Male,Altaic
Greek,27,2,102,517,Male,Indo-European
English,32,4,94,563,Male,Indo-European
Greek,19,6,84,540,Male,Indo-European
English,31,2,105,521,Male,Indo-European
Tamazight,17,3,49,504,Male,Afro-Asiatic
Kurdish,27,3,79,506,Male,Indo-European
Turkish,16,4,79,506,Male,Altaic
Indonesian,31,6,64,515,Male,Austronesian
Somali,20,5,8,491,Male,Afro-Asiatic
English,20,0,118,578,Male,Indo-European
Russian,32,3,90,560,Male,Indo-European
Armenian,19,2,90,498,Male,Indo-European
Persian,25,5,77,496,Male,Indo-European
Arabic,27,11,49,493,Male,Afro-Asiatic
Croatian,26,2,85,487,Male,Indo-European
Greek,38,4,102,517,Male,Indo-European
Spanish,28,2,118,531,Male,Indo-European
Arabic,20,6,47,532,Male,Afro-Asiatic
Greek,25,8,102,538,Male,Indo-European
English,37,4,37,506,Male,Indo-European
French,43,1,43,496,Male,Indo-European
Arabic,43,3,49,495,Male,Afro-Asiatic
Arabic,22,2,49,462,Male,Afro-Asiatic
Turkish,22,1,118,448,Male,Altaic
French,32,13,113,519,Male,Indo-European
Turkish,18,2,79,534,Male,Altaic
Persian,45,3,19,501,Male,Indo-European
Persian,38,7,77,561,Male,Indo-European
Pashto,28,3,19,504,Male,Indo-European
Arabic,39,1,49,463,Male,Afro-Asiatic
German,22,1,101,538,Male,Indo-European
Persian,24,6,77,523,Male,Indo-European
Rundi,44,2,13,524,Male,Niger-Congo
German,31,8,101,527,Male,Indo-European
Tamazight,37,2,49,472,Male,Afro-Asiatic
Greek,18,1,102,485,Male,Indo-European
Italian,29,2,94,550,Male,Indo-European
Arabic,26,4,49,489,Male,Afro-Asiatic
Greek,26,7,102,550,Male,Indo-European
Arabic,23,1,49,492,Male,Afro-Asiatic
Vietnamese,26,20,67,513,Male,Austro-Asiatic
Greek,27,0,102,507,Male,Indo-European
Polish,13,6,100,587,Male,Indo-European
Greek,24,11,102,557,Male,Indo-European
Arabic,29,4,49,441,Male,Afro-Asiatic
Ukranian,38,4,90,515,Male,Indo-European
Hebrew,26,2,70,521,Male,Afro-Asiatic
Greek,19,1,102,462,Male,Indo-European
Arabic,27,1,49,490,Male,Afro-Asiatic
Arabic,19,9,49,530,Male,Afro-Asiatic
Amharic,30,5,25,417,Male,Afro-Asiatic
Portugese,13,6,106,503,Male,Indo-European
Greek,26,16,102,564,Male,Indo-European
Persian,25,5,77,507,Male,Indo-European
Greek,33,2,102,482,Male,Indo-European
Greek,5,11,102,598,Male,Indo-European
Kurdish,31,4,47,509,Male,Indo-European
Spanish,18,11,118,547,Male,Indo-European
Hungarian,29,3,96,515,Male,Uralic
Arabic,33,1,49,470,Male,Afro-Asiatic
Greek,18,1,102,490,Male,Indo-European
Greek,29,3,102,508,Male,Indo-European
Arabic,36,11,49,474,Male,Afro-Asiatic
Spanish,30,2,85,457,Male,Indo-European
Polish,27,2,100,540,Male,Indo-European
Persian,33,4,77,482,Male,Indo-European
Italian,28,11,99,535,Male,Indo-European
Greek,29,1,102,523,Male,Indo-European
Arabic,17,10,49,522,Male,Afro-Asiatic
Arabic,23,2,47,514,Male,Afro-Asiatic
Persian,44,9,77,521,Male,Indo-European
Greek,22,9,102,564,Male,Indo-European
Arabic,20,6,49,562,Male,Afro-Asiatic
Greek,28,3,102,568,Male,Indo-European
Arabic,24,3,49,528,Male,Afro-Asiatic
Persian,20,11,77,526,Male,Indo-European
Turkish,26,2,79,516,Male,Altaic
Arabic,19,1,118,469,Male,Afro-Asiatic
Greek,24,2,101,541,Male,Indo-European
Greek,30,4,102,487,Male,Indo-European
Japanese,34,3,101,465,Male,Japanese
Turkish,27,1,79,511,Male,Altaic
Persian,34,6,19,427,Male,Indo-European
Arabic,34,11,49,489,Male,Afro-Asiatic
Arabic,31,1,49,488,Male,Afro-Asiatic
Turkish,26,17,79,494,Male,Altaic
Italian,18,2,99,520,Male,Indo-European
Arabic,24,1,49,498,Male,Afro-Asiatic
Turkish,25,1,113,477,Male,Altaic
Armenian,41,12,77,536,Male,Indo-European
Greek,31,1,102,501,Male,Indo-European
English,22,2,105,534,Male,Indo-European
Turkish,30,1,79,478,Male,Altaic
Greek,25,3,102,521,Male,Indo-European
Greek,26,4,102,541,Male,Indo-European
Russian,17,4,84,505,Male,Indo-European
Arabic,20,3,31,531,Male,Afro-Asiatic
Persian,29,3,77,524,Male,Indo-European
English,36,1,101,529,Male,Indo-European
Hungarian,22,7,96,516,Male,Uralic
Italian,23,0,99,547,Male,Indo-European
German,22,15,101,642,Male,Indo-European
Turkish,17,3,79,498,Male,Altaic
Arabic,23,4,79,513,Male,Afro-Asiatic
Persian,25,6,19,518,Male,Indo-European
Pashto,27,13,19,531,Male,Indo-European
Italian,42,9,99,471,Male,Indo-European
Russian,22,7,96,545,Male,Indo-European
Arabic,26,2,47,477,Male,Afro-Asiatic
Arabic,21,5,49,500,Male,Afro-Asiatic
Arabic,30,3,47,478,Male,Afro-Asiatic
Albanian,37,5,85,483,Male,Indo-European
Afrikaans,25,0,93,517,Male,Indo-European
Arabic,30,2,31,448,Male,Afro-Asiatic
Serbian,16,4,85,510,Male,Indo-European
Arabic,21,9,49,526,Male,Afro-Asiatic
Arabic,19,2,49,473,Male,Afro-Asiatic
Turkish,41,1,79,494,Male,Altaic
Arabic,46,1,49,443,Male,Afro-Asiatic
English,16,2,27,480,Male,Indo-European
French,22,10,113,511,Male,Indo-European
Pashto,25,3,19,503,Male,Indo-European
Russian,31,4,90,619,Male,Indo-European
Arabic,23,1,49,515,Male,Afro-Asiatic
English,28,4,94,488,Male,Indo-European
Arabic,25,3,49,519,Male,Afro-Asiatic
Turkish,29,8,79,442,Male,Altaic
Russian,27,6,84,513,Male,Indo-European
Serbian,19,2,85,452,Male,Indo-European
English,29,1,94,584,Male,Indo-European
Persian,22,4,77,504,Male,Indo-European
Turkish,24,0,79,535,Male,Altaic
German,29,1,101,545,Male,Indo-European
Arabic,24,4,31,491,Male,Afro-Asiatic
Arabic,20,1,49,469,Male,Afro-Asiatic
Arabic,29,1,49,522,Male,Afro-Asiatic
German,22,0,101,529,Male,Indo-European
Turkish,21,5,79,492,Male,Altaic
Persian,31,3,77,502,Male,Indo-European
Kurdish,36,2,47,511,Male,Indo-European
Amharic,37,4,25,477,Male,Afro-Asiatic
Spanish,29,1,86,486,Male,Indo-European
Persian,17,4,19,562,Male,Indo-European
French,16,4,43,521,Male,Indo-European
Igbo,30,2,35,473,Male,Niger-Congo
Somali,20,3,8,472,Male,Afro-Asiatic
English,28,7,94,539,Male,Indo-European
German,20,1,101,510,Male,Indo-European
Persian,26,5,77,501,Male,Indo-European
German,29,6,101,560,Male,Indo-European
English,28,2,105,581,Male,Indo-European
Arabic,20,1,49,461,Male,Afro-Asiatic
Russian,20,2,84,493,Male,Indo-European
Turkish,33,1,79,509,Male,Altaic
Arabic,28,2,49,500,Male,Afro-Asiatic
Turkish,24,2,79,431,Male,Altaic
Turkish,21,1,118,521,Male,Altaic
Turkish,31,1,79,471,Male,Altaic
German,20,1,101,533,Male,Indo-European
Amharic,25,15,25,531,Male,Afro-Asiatic
Turkish,17,20,79,454,Male,Altaic
German,32,2,101,557,Male,Indo-European
Arabic,29,3,95,500,Male,Afro-Asiatic
Polish,23,4,100,556,Male,Indo-European
French,22,1,109,538,Male,Indo-European
Russian,17,2,84,526,Male,Indo-European
Kurdish,29,3,47,477,Male,Indo-European
Italian,32,12,94,513,Male,Indo-European
Turkish,32,9,79,521,Male,Altaic
Tamazight,34,2,49,396,Male,Afro-Asiatic
Persian,19,3,19,505,Male,Indo-European
Persian,21,3,19,504,Male,Indo-European
Turkish,39,18,79,522,Male,Altaic
Greek,26,2,102,487,Male,Indo-European
German,24,1,101,553,Male,Indo-European
Wolof,33,4,23,495,Male,Niger-Congo
German,26,3,101,554,Male,Indo-European
Turkish,24,4,79,541,Male,Altaic
Arabic,31,2,49,458,Male,Afro-Asiatic
Arabic,24,1,118,635,Male,Afro-Asiatic
Serbian,20,5,85,475,Male,Indo-European
Persian,46,6,77,494,Male,Indo-European
Turkish,20,11,79,536,Male,Altaic
Somali,23,2,8,492,Male,Afro-Asiatic
Serbian,18,3,85,527,Male,Indo-European
German,31,4,101,563,Male,Indo-European
German,26,0,101,526,Male,Indo-European
German,28,3,101,598,Male,Indo-European
Arabic,15,7,49,466,Male,Afro-Asiatic
Arabic,23,1,49,497,Male,Afro-Asiatic
Arabic,21,4,31,478,Male,Afro-Asiatic
Somali,25,3,8,503,Male,Afro-Asiatic
Arabic,26,1,83,470,Male,Afro-Asiatic
Kurdish,25,2,77,486,Male,Indo-European
Arabic,21,4,31,512,Male,Afro-Asiatic
Persian,14,6,47,517,Male,Indo-European
English,34,1,27,482,Male,Indo-European
Hebrew,29,4,93,510,Male,Afro-Asiatic
Arabic,0,30,79,498,Male,Afro-Asiatic
German,20,1,101,573,Male,Indo-European
Arabic,33,6,47,466,Male,Afro-Asiatic
Arabic,29,3,47,516,Male,Afro-Asiatic
Turkish,30,1,79,443,Male,Altaic
Arabic,35,3,47,450,Male,Afro-Asiatic
German,32,1,101,635,Male,Indo-European
Serbian,23,4,85,549,Male,Indo-European
Tigrigna,42,4,30,448,Male,Afro-Asiatic
Turkish,24,0,79,527,Male,Altaic
Serbian,23,5,85,497,Male,Indo-European
German,21,0,94,570,Male,Indo-European
Russian,25,6,90,450,Male,Indo-European
Somali,19,5,8,502,Male,Afro-Asiatic
German,40,3,101,571,Male,Indo-European
German,35,3,101,543,Male,Indo-European
Tamazight,31,2,49,499,Male,Afro-Asiatic
Turkish,16,2,79,513,Male,Altaic
Russian,24,2,90,539,Male,Indo-European
Kinyarwanda,44,8,16,487,Male,Niger-Congo
Armenian,26,2,90,462,Male,Indo-European
Indonesian,29,2,64,462,Male,Austronesian
English,15,6,94,485,Male,Indo-European
Serbian,36,2,85,488,Male,Indo-European
Arabic,28,2,49,509,Male,Afro-Asiatic
Arabic,28,3,49,475,Male,Afro-Asiatic
Turkish,22,1,79,520,Male,Altaic
Arabic,39,3,47,446,Male,Afro-Asiatic
Persian,27,2,77,490,Male,Indo-European
Persian,23,6,77,497,Male,Indo-European
Persian,21,5,77,454,Male,Indo-European
German,22,0,101,552,Male,Indo-European
Persian,16,2,19,499,Male,Indo-European
Arabic,26,12,49,477,Male,Afro-Asiatic
Persian,28,4,77,482,Male,Indo-European
Persian,24,5,19,527,Male,Indo-European
English,28,3,46,453,Male,Indo-European
Turkish,24,7,79,514,Male,Altaic
Arabic,32,2,49,482,Male,Afro-Asiatic
English,30,2,93,558,Male,Indo-European
Italian,27,2,99,495,Male,Indo-European
Russian,30,5,90,489,Male,Indo-European
Arabic,29,1,83,486,Male,Afro-Asiatic
Persian,29,3,19,493,Male,Indo-European
Turkish,20,1,118,548,Male,Altaic
Indonesian,17,15,64,566,Male,Austronesian
Arabic,35,2,49,457,Male,Afro-Asiatic
Spanish,23,1,85,514,Male,Indo-European
Turkish,30,0,79,455,Male,Altaic
Persian,25,3,19,498,Male,Indo-European
German,19,1,101,562,Male,Indo-European
Kurdish,22,4,47,509,Male,Indo-European
Kurdish,31,2,79,476,Male,Indo-European
Portugese,27,3,17,476,Male,Indo-European
Chinese,29,2,67,489,Male,Sino-Tibetan
Persian,27,5,19,479,Male,Indo-European
Spanish,23,1,68,480,Male,Indo-European
Arabic,20,2,47,471,Male,Afro-Asiatic
German,23,15,94,588,Male,Indo-European
Arabic,43,6,47,482,Male,Afro-Asiatic
German,20,0,101,505,Male,Indo-European
Bosnian,44,6,91,497,Male,Indo-European
Turkish,27,2,79,501,Male,Altaic
Arabic,23,2,31,466,Male,Afro-Asiatic
German,21,0,101,518,Male,Indo-European
Arabic,26,5,49,510,Male,Afro-Asiatic
Russian,30,2,90,507,Male,Indo-European
Arabic,28,2,49,470,Male,Afro-Asiatic
Tamazight,17,9,49,513,Male,Afro-Asiatic
Spanish,23,9,82,511,Male,Indo-European
Arabic,19,4,49,573,Male,Afro-Asiatic
German,14,3,101,539,Male,Indo-European
German,34,1,94,561,Male,Indo-European
German,32,1,94,559,Male,Indo-European
Nepali,33,2,46,498,Male,Indo-European
Russian,30,2,84,519,Male,Indo-European
Arabic,36,6,67,537,Male,Afro-Asiatic
Serbian,25,2,85,531,Male,Indo-European
Persian,32,3,19,459,Male,Indo-European
German,35,0,101,504,Male,Indo-European
Persian,25,4,77,515,Male,Indo-European
German,39,4,101,539,Male,Indo-European
Arabic,36,3,49,460,Male,Afro-Asiatic
Arabic,32,10,49,508,Male,Afro-Asiatic
Arabic,24,1,31,474,Male,Afro-Asiatic
Arabic,31,2,49,457,Male,Afro-Asiatic
Arabic,33,1,49,512,Male,Afro-Asiatic
Kurdish,29,5,67,476,Male,Indo-European
Persian,27,3,77,498,Male,Indo-European
Armenian,17,4,90,543,Male,Indo-European
German,23,2,101,609,Male,Indo-European
Arabic,21,13,49,564,Male,Afro-Asiatic
German,19,1,101,508,Male,Indo-European
French,24,4,43,487,Male,Indo-European
Romanian,26,3,86,523,Male,Indo-European
Persian,28,9,77,524,Male,Indo-European
Persian,25,5,77,507,Male,Indo-European
Serbian,27,3,85,548,Male,Indo-European
German,21,1,101,591,Male,Indo-European
Malay,32,20,69,528,Male,Austronesian
Arabic,18,3,67,513,Male,Afro-Asiatic
Arabic,25,1,49,512,Male,Afro-Asiatic
Croatian,22,3,85,474,Male,Indo-European
Serbian,19,2,85,532,Male,Indo-European
German,24,13,101,606,Male,Indo-European
Indonesian,21,2,64,488,Male,Austronesian
Armenian,24,3,67,460,Male,Indo-European
English,26,2,105,536,Male,Indo-European
Persian,19,2,77,505,Male,Indo-European
Kurdish,25,3,79,464,Male,Indo-European
Indonesian,31,2,64,461,Male,Austronesian
German,28,2,101,589,Male,Indo-European
Persian,29,3,19,517,Male,Indo-European
Arabic,28,1,49,418,Male,Afro-Asiatic
Kurdish,23,3,47,500,Male,Indo-European
German,22,1,101,600,Male,Indo-European
German,8,12,101,503,Male,Indo-European
Kurdish,28,3,47,459,Male,Indo-European
German,28,1,101,551,Male,Indo-European
Arabic,31,6,49,521,Male,Afro-Asiatic
German,21,1,101,556,Male,Indo-European
English,38,2,105,511,Male,Indo-European
English,42,7,94,529,Male,Indo-European
Arabic,28,3,31,532,Male,Afro-Asiatic
English,28,9,105,601,Male,Indo-European
Polish,27,3,100,508,Male,Indo-European
English,19,31,102,592,Male,Indo-European
German,20,2,101,569,Male,Indo-European
Arabic,32,10,49,531,Male,Afro-Asiatic
Tamazight,27,1,49,471,Male,Afro-Asiatic
Bosnian,24,1,91,514,Male,Indo-European
Tamazight,29,1,83,490,Male,Afro-Asiatic
Kurdish,14,3,47,531,Male,Indo-European
Persian,25,5,77,471,Male,Indo-European
Turkish,26,3,79,475,Male,Altaic
German,21,1,101,562,Male,Indo-European
Arabic,35,2,47,473,Male,Afro-Asiatic
German,32,4,118,585,Male,Indo-European
German,23,1,101,514,Male,Indo-European
Persian,24,3,19,504,Male,Indo-European
Serbian,18,3,85,529,Male,Indo-European
German,25,0,101,506,Male,Indo-European
Serbian,33,8,85,544,Male,Indo-European
Tamazight,28,3,49,450,Male,Afro-Asiatic
Portugese,28,3,106,519,Male,Indo-European
Italian,33,6,99,519,Male,Indo-European
German,15,10,19,524,Male,Indo-European
Persian,36,2,19,496,Male,Indo-European
Kurdish,20,2,47,462,Male,Indo-European
Polish,24,7,100,518,Male,Indo-European
Arabic,29,3,47,500,Male,Afro-Asiatic
French,17,1,113,557,Male,Indo-European
Persian,30,4,19,499,Male,Indo-European
Serbian,31,5,85,517,Male,Indo-European
Tamazight,21,13,49,481,Male,Afro-Asiatic
Arabic,43,1,49,452,Male,Afro-Asiatic
Arabic,33,2,49,470,Male,Afro-Asiatic
Kurdish,23,3,77,469,Male,Indo-European
Arabic,26,5,67,494,Male,Afro-Asiatic
Arabic,28,4,47,476,Male,Afro-Asiatic
Arabic,23,2,85,489,Male,Afro-Asiatic
Spanish,25,1,85,456,Male,Indo-European
Hungarian,23,4,96,532,Male,Uralic
Swedish,31,4,103,533,Male,Indo-European
Vietnamese,11,10,67,560,Male,Austro-Asiatic
Tamazight,7,29,49,593,Male,Afro-Asiatic
Russian,21,3,90,554,Male,Indo-European
German,20,3,101,520,Male,Indo-European
English,16,1,118,538,Male,Indo-European
Portugese,19,10,68,515,Male,Indo-European
English,29,1,94,581,Male,Indo-European
German,20,0,101,514,Male,Indo-European
English,26,30,105,562,Male,Indo-European
Albanian,26,7,85,461,Male,Indo-European
Russian,31,6,84,506,Male,Indo-European
Arabic,26,2,47,478,Male,Afro-Asiatic
Romanian,26,1,86,542,Male,Indo-European
Arabic,20,7,49,511,Male,Afro-Asiatic
Spanish,28,3,83,516,Male,Indo-European
Russian,23,4,90,540,Male,Indo-European
Persian,34,2,19,493,Male,Indo-European
Turkish,23,3,79,533,Male,Altaic
Serbian,35,5,85,476,Male,Indo-European
Arabic,16,5,31,542,Male,Afro-Asiatic
Persian,39,2,19,498,Male,Indo-European
Arabic,37,3,49,472,Male,Afro-Asiatic
Arabic,14,2,47,530,Male,Afro-Asiatic
Persian,35,3,77,500,Male,Indo-European
German,9,12,101,496,Male,Indo-European
German,28,5,101,561,Male,Indo-European
Portugese,16,6,17,505,Male,Indo-European
Japanese,23,2,101,493,Male,Japanese
Arabic,24,3,47,502,Male,Afro-Asiatic
Arabic,26,3,47,474,Male,Afro-Asiatic
Arabic,30,3,79,494,Male,Afro-Asiatic
Spanish,27,10,82,520,Male,Indo-European
Armenian,26,6,84,548,Male,Indo-European
Arabic,33,3,83,496,Male,Afro-Asiatic
Arabic,22,2,49,526,Male,Afro-Asiatic
Kurdish,20,7,47,493,Male,Indo-European
Arabic,27,4,85,488,Male,Afro-Asiatic
Arabic,46,3,47,483,Male,Afro-Asiatic
Kurdish,36,3,47,457,Male,Indo-European
Arabic,25,2,49,510,Male,Afro-Asiatic
Albanian,30,3,78,447,Male,Indo-European
Bosnian,15,8,91,529,Male,Indo-European
Turkish,23,9,79,528,Male,Altaic
Kurdish,22,4,67,508,Male,Indo-European
German,17,3,101,563,Male,Indo-European
Arabic,32,7,47,524,Male,Afro-Asiatic
Greek,23,4,102,504,Male,Indo-European
Kurdish,31,3,77,456,Male,Indo-European
Afrikaans,33,6,93,610,Male,Indo-European
Vietnamese,34,2,67,524,Male,Austro-Asiatic
Armenian,27,4,90,552,Male,Indo-European
Arabic,17,3,31,479,Male,Afro-Asiatic
Tamazight,29,5,49,529,Male,Afro-Asiatic
Persian,36,2,19,493,Male,Indo-European
Russian,29,1,90,550,Male,Indo-European
Russian,24,1,90,547,Male,Indo-European
English,21,6,94,527,Male,Indo-European
Portugese,23,2,106,519,Male,Indo-European
German,24,4,101,537,Male,Indo-European
Arabic,34,2,49,518,Male,Afro-Asiatic
Russian,20,3,16,477,Male,Indo-European
Arabic,34,2,31,443,Male,Afro-Asiatic
Serbian,34,14,85,523,Male,Indo-European
Tamazight,23,12,49,495,Male,Afro-Asiatic
Serbian,50,3,85,485,Male,Indo-European
Polish,29,3,100,548,Male,Indo-European
Serbian,20,3,85,518,Male,Indo-European
German,22,1,100,578,Male,Indo-European
Afrikaans,24,1,93,550,Male,Indo-European
Turkish,29,1,79,545,Male,Altaic
Arabic,22,3,49,571,Male,Afro-Asiatic
Romanian,33,6,86,500,Male,Indo-European
Arabic,35,2,49,505,Male,Afro-Asiatic
German,20,0,101,506,Male,Indo-European
German,34,2,94,567,Male,Indo-European
Turkish,20,1,79,492,Male,Altaic
English,23,1,94,496,Male,Indo-European
Kurdish,36,2,47,495,Male,Indo-European
Arabic,29,2,49,524,Male,Afro-Asiatic
German,34,1,101,519,Male,Indo-European
Persian,23,3,77,536,Male,Indo-European
Chinese,33,6,67,474,Male,Sino-Tibetan
Arabic,21,2,47,478,Male,Afro-Asiatic
Turkish,29,2,79,490,Male,Altaic
Greek,35,2,102,492,Male,Indo-European
Spanish,55,6,86,500,Male,Indo-European
Arabic,25,1,49,466,Male,Afro-Asiatic
German,31,9,101,542,Male,Indo-European
Kurdish,25,3,79,515,Male,Indo-European
Arabic,19,3,47,486,Male,Afro-Asiatic
Croatian,24,3,85,524,Male,Indo-European
German,27,2,94,540,Male,Indo-European
Arabic,20,2,49,514,Male,Afro-Asiatic
Serbian,26,15,85,574,Male,Indo-European
Russian,17,0,90,599,Male,Indo-European
Arabic,38,2,47,492,Male,Afro-Asiatic
Arabic,34,2,79,474,Male,Afro-Asiatic
Arabic,25,2,49,490,Male,Afro-Asiatic
Persian,29,4,77,480,Male,Indo-European
English,61,3,105,514,Male,Indo-European
Arabic,29,7,49,458,Male,Afro-Asiatic
Spanish,18,3,65,560,Male,Indo-European
Turkish,32,2,79,451,Male,Altaic
Turkish,19,9,79,535,Male,Altaic
Hebrew,24,1,93,539,Male,Afro-Asiatic
Arabic,22,2,49,497,Male,Afro-Asiatic
German,21,1,101,531,Male,Indo-European
Arabic,30,2,79,472,Male,Afro-Asiatic
Polish,26,2,100,516,Male,Indo-European
Persian,25,2,19,473,Male,Indo-European
Turkish,22,4,79,516,Male,Altaic
German,42,3,101,583,Male,Indo-European
German,24,1,101,532,Male,Indo-European
German,19,6,101,553,Male,Indo-European
Russian,31,3,90,502,Male,Indo-European
English,34,1,94,538,Male,Indo-European
Serbian,44,4,85,468,Male,Indo-European
Arabic,30,3,47,450,Male,Afro-Asiatic
Arabic,32,3,83,447,Male,Afro-Asiatic
